time_id;nome_time;R1;R2;R3;R4;R5;R6;R7;R8;R9;R10;R11;R12;R13;R14;R15;R16;R17;R18;R19;R20;R21;R22;R23;R24
28029518;Roberta Inocêncio F. C.;Lucas Ronier|5,00;Kaio Jorge|4,90;Hulk|14,70;Carlos Vinícius|0,20;Luciano|9,80;Flaco López|12,70;Flaco López|5,60;Pedro|6,10;Kaio Jorge|8,80;Carlos Vinícius|2,80;Viveros|11,40;Flaco López|3,80;Canobbio|10,40;Arthur Cabral|2,40;Flaco López|4,40;Canobbio|15,90;Kaio Jorge|9,70;Pedro|20,40;Pedro|18,80;Gabriel|2,00;Yuri Alberto|3,50;Kaio Jorge|8,50;Samuel Lino|11,90;Neymar|0,00
3371353;robson gigante da colina.fc;Canobbio|5,70;Kaio Jorge|4,90;Viveros|12,80;Vitor Roque|21,20;Calleri|12,10;Lucas Ronier|3,70;Pedro|0,00;Pedro|6,10;Kaio Jorge|8,80;Carlos Vinícius|2,80;Viveros|11,40;Pedro|7,90;Viveros|21,10;Kaio Jorge|13,00;Carlos Eduardo|1,90;Pedro|8,80;Pedro|2,10;Pedro|20,40;Pedro|18,80;Viveros|19,20;Breno Lopes|2,30;Breno Lopes|3,70;Bernabei|3,20;Viveros|0,00
7065998;ROLF - SP23;Hulk|5,30;Kaio Jorge|4,90;Hulk|14,70;Neymar|19,20;Calleri|12,10;Flaco López|12,70;Flaco López|5,60;Pedro|6,10;Hulk|7,00;Amuzu|10,60;Artur|5,50;Arthur Cabral|2,10;Flaco López|9,50;Pedro|11,80;Neymar|10,50;Flaco López|5,90;Viveros|17,40;Viveros|10,90;Pedro|18,80;Gabriel|2,00;Yuri Alberto|3,50;Flaco López|0,50;Viveros|7,40;Hulk|14,80
51059653;Rua Alba FS;Yuri Alberto|0,70;Kaio Jorge|4,90;Hulk|14,70;Flaco López|1,60;Flaco López|8,00;Flaco López|12,70;Flaco López|5,60;Flaco López|6,50;Flaco López|3,50;Flaco López|6,40;Flaco López|7,40;Flaco López|3,80;Flaco López|9,50;Flaco López|7,80;Flaco López|4,40;Flaco López|5,90;Flaco López|11,30;Flaco López|0,00;Flaco López|0,00;Flaco López|0,00;Flaco López|2,20;Flaco López|0,50;Flaco López|8,50;Flaco López|3,00
48497302;sapo59@;Artur|8,00;Kaio Jorge|4,90;Hulk|14,70;Hulk|5,30;Hulk|8,20;Neymar|3,70;Neymar|9,40;Calleri|1,90;Calleri|11,50;Carlos Vinícius|2,80;Neymar|5,30;Arias|1,20;Arias|5,50;Pedro|11,80;Pedro|0,40;Artur|6,90;Artur|4,70;Pedro|20,40;Pedro|18,80;Lucas Barbosa|3,50;Yuri Alberto|3,50;Flaco López|0,50;Flaco López|8,50;Hulk|14,80
499851;Sc Vai segurando -0.23 tradição malandro;Pedro|6,40;Pedro|0,20;Hulk|14,70;João Pedro|2,20;André|3,10;André|2,20;Carbonero|8,30;Carbonero|1,40;Carbonero|1,50;Enamorado|3,50;Enamorado|5,90;Flaco López|3,80;Flaco López|9,50;Flaco López|7,80;Flaco López|4,40;Flaco López|5,90;Flaco López|11,30;Flaco López|0,00;Flaco López|0,00;Flaco López|0,00;Flaco López|2,20;Flaco López|0,50;Flaco López|8,50;Flaco López|3,00
67773;Só de boa FC;Borré|2,40;Kaio Jorge|4,90;Hulk|14,70;Vitor Roque|21,20;Calleri|12,10;Flaco López|12,70;Viveros|11,20;Pedro|6,10;Neymar|7,80;Carlos Vinícius|2,80;Viveros|11,40;Flaco López|3,80;Canobbio|10,40;Arthur Cabral|2,40;Flaco López|4,40;Neymar|3,90;Pedro|2,10;Pedro|20,40;Pedro|18,80;Neymar|22,80;Pedro|1,90;Breno Lopes|3,70;Viveros|7,40;Neymar|0,00
3507811;Sport Club Pé Torto;Borré|2,40;Kaio Jorge|4,90;Hulk|14,70;Alef Manga|10,10;Calleri|12,10;Flaco López|12,70;Arrascaeta|8,00;Andrés Gómez|8,30;Neymar|7,80;Carlos Vinícius|2,80;Viveros|11,40;Pedro|7,90;Viveros|21,10;Viveros|1,60;Neymar|10,50;John Kennedy|10,00;Matheus Bidu|8,50;Pedro|20,40;Pedro|18,80;Neymar|22,80;Kaio César|2,80;Samuel Lino|7,40;Viveros|7,40;Flaco López|3,00
50270999;Suely68;Erick|12,50;Kaio Jorge|4,90;Matheus Pereira|2,40;Andreas Pereira|1,10;Garro|1,10;Carlos Vinícius|0,80;Flaco López|5,60;Lucho Acosta|3,50;Andreas Pereira|9,30;Yuri Alberto|1,00;Renato Kayzer|1,50;Flaco López|3,80;Yuri Alberto|1,00;Arthur Cabral|2,40;Lucas Ronier|4,60;Savarino|-0,20;Kaio Jorge|9,70;Pedro|20,40;Bruno Henrique|7,20;Viveros|19,20;Pedro|1,90;Kaio Jorge|8,50;Viveros|7,40;Neymar|0,00
302297;Timão RIVA UFC;Hulk|5,30;Kaio Jorge|4,90;Hulk|14,70;Carlos Vinícius|0,20;Carlos Vinícius|12,70;Carlos Vinícius|0,80;Rony|1,00;Carlos Vinícius|9,70;Neymar|7,80;Carlos Vinícius|2,80;Carlos Vinícius|-1,10;Neymar|7,50;Carlos Vinícius|1,40;Pedro|11,80;Neymar|10,50;Neymar|3,90;Kaio Jorge|9,70;Viveros|10,90;Pedro|18,80;Neymar|22,80;Breno Lopes|2,30;Pedro Rocha|9,60;Viveros|7,40;Viveros|0,00
698601;Tuliooo Futebol Clube.....;Borré|2,40;Andrés Gómez|13,10;Hulk|14,70;Kaio Jorge|1,40;Carlos Vinícius|12,70;Lucas Ronier|3,70;Pedro|0,00;Vitor Roque|3,00;Kaio Jorge|8,80;Carlos Vinícius|2,80;Viveros|11,40;Pedro|7,90;Viveros|21,10;Pedro|11,80;Flaco López|4,40;Neymar|3,90;Pedro|2,10;Pedro|20,40;Pedro|18,80;Gabriel|2,00;Yuri Alberto|3,50;Kaio Jorge|8,50;Viveros|7,40;Neymar|0,00
18600106;Um time que não tem nome F.c.;Borré|2,40;Kaio Jorge|4,90;Hulk|14,70;Kaio Jorge|1,40;Calleri|12,10;Matheus Pereira|2,30;Pedro|0,00;Andrés Gómez|8,30;Alex Telles|7,90;Igor Formiga|5,00;Vitinho|5,20;Juninho Capixaba|0,10;Rodrigo Castillo|8,10;Viveros|1,60;Andrés Gómez|2,90;Neymar|3,90;Andrés Gómez|2,00;Ayrton Lucas|12,30;Pedro|18,80;Gabriel|2,00;Samuel Lino|10,20;Samuel Lino|7,40;Viveros|7,40;Neymar|0,00
27705915;Vicentis.Vangogh FC;Borré|2,40;Brenner|8,90;Hulk|14,70;Carlos Vinícius|0,20;Calleri|12,10;Lucas Ronier|3,70;Pedro|0,00;Andrés Gómez|8,30;Arias|4,70;Carlos Vinícius|2,80;Viveros|11,40;Christian|9,50;Canobbio|10,40;Danilo|5,30;Flaco López|4,40;Cuello|6,00;Kaio Jorge|9,70;Pedro|20,40;Samuel Lino|11,60;Viveros|19,20;Hulk|3,20;Samuel Lino|7,40;Bernabei|3,20;Neymar|0,00
29995515;Vila Campestre 1987;Reinaldo|0,80;Reinaldo|2,00;Reinaldo|-1,00;Reinaldo|0,00;Gustavo Henrique|3,60;Gustavo Henrique|1,40;Léo Pereira|3,60;Canobbio|5,90;Carlos Miguel|5,20;Carlos Miguel|4,70;Carlos Miguel|10,20;Carlos Miguel|8,90;Carlos Miguel|8,90;Carlos Miguel|2,90;Carlos Miguel|3,40;Carlos Miguel|2,90;Carlos Miguel|7,90;Carlos Miguel|0,00;Carlos Miguel|6,00;Carlos Miguel|0,60;Carlos Miguel|8,90;Carlos Miguel|8,10;Carlos Miguel|0,90;Carlos Miguel|6,30
806949;Vila Clara City R11;Borré|2,40;Kaio Jorge|4,90;Hulk|14,70;Carlos Vinícius|0,20;Calleri|12,10;Flaco López|12,70;Willian José|5,20;Andrés Gómez|8,30;Neymar|7,80;Carlos Vinícius|2,80;Neymar|5,30;Flaco López|3,80;Flaco López|9,50;Flaco López|7,80;Reinaldo|6,90;Canobbio|15,90;Pedro|2,10;Viveros|10,90;Pedro|18,80;Gabriel|2,00;Pedro|1,90;Pedro Rocha|9,60;Viveros|7,40;Flaco López|3,00
1975;Vipper Team;Yuri Alberto|0,70;Kaio Jorge|4,90;Hulk|14,70;Carlos Vinícius|0,20;Carlos Vinícius|12,70;Carlos Vinícius|0,80;Pedro|0,00;Andrés Gómez|8,30;Kaio Jorge|8,80;Pedro|9,00;Viveros|11,40;Pedro|7,90;Viveros|21,10;Viveros|1,60;Alesson|3,50;Flaco López|5,90;Pedro|2,10;Samuel Lino|26,00;Pedro|18,80;Viveros|19,20;Pedro|1,90;Flaco López|0,50;Viveros|7,40;Samuel Lino|4,50
44815245;We have Mundial ;Lautaro Díaz|5,80;Kaio Jorge|4,90;Luciano|3,00;Carlos Vinícius|0,20;Calleri|12,10;Flaco López|12,70;Arrascaeta|8,00;Viveros|11,00;Flaco López|3,50;Pedro|9,00;Pedro|20,60;Pedro|7,90;Viveros|21,10;Pedro|11,80;Neymar|10,50;Lucho Acosta|5,50;Artur|4,70;Pedro|20,40;Pedro|18,80;Neymar|22,80;Canobbio|4,90;Kaio Jorge|8,50;Viveros|7,40;Neymar|0,00
2238;Wife's Team;Eduardo Sasha|3,90;Vitor Roque|4,40;Hulk|14,70;Carlos Vinícius|0,20;Luciano|9,80;Lucas Ronier|3,70;Pedro|0,00;Renato Kayzer|2,10;Kaio Jorge|8,80;Pedro|9,00;Mendoza|12,00;Pedro|7,90;Canobbio|10,40;Pedro|11,80;Flaco López|4,40;Neymar|3,90;Kaio Jorge|9,70;Pedro|20,40;Pedro|18,80;Neymar|22,80;Yuri Alberto|3,50;Samuel Lino|7,40;Viveros|7,40;Neymar|0,00
27264592;zeca do gueto;Renato Kayzer|10,40;Kaio Jorge|4,90;Hulk|14,70;Borré|2,90;Calleri|12,10;Gabriel|9,40;Pedro|0,00;Pedro|6,10;Neymar|7,80;Carlos Vinícius|2,80;Pedro|20,60;Flaco López|3,80;Canobbio|10,40;Pedro|11,80;Pedro|0,40;Cuello|6,00;Viveros|17,40;Pedro|20,40;Pedro|18,80;Viveros|19,20;Hulk|3,20;Breno Lopes|3,70;Pedro|20,20;Neymar|0,00
29279489;ZekaLhp FC;Borré|2,40;Kaio Jorge|4,90;Hulk|14,70;Carlos Vinícius|0,20;Calleri|12,10;Flaco López|12,70;Viveros|11,20;Andrés Gómez|8,30;Neymar|7,80;Carlos Vinícius|2,80;Arthur Cabral|11,70;Flaco López|3,80;Flaco López|9,50;Viveros|1,60;Neymar|10,50;Neymar|3,90;Carlos Vinícius|16,90;Pedro|20,40;Pedro|18,80;Gabriel|2,00;Pedro|1,90;Pedro Rocha|9,60;Viveros|7,40;Neymar|0,00
2978538;Ziquiriguidum FC;Borré|2,40;Kaio Jorge|4,90;Hulk|14,70;Lucas Ronier|11,40;Luciano|9,80;Flaco López|12,70;Pedro|0,00;Andrés Gómez|8,30;Kaio Jorge|8,80;Andrés Gómez|1,60;Viveros|11,40;Flaco López|3,80;Viveros|21,10;Viveros|1,60;Flaco López|4,40;Neymar|3,90;Pedro|2,10;Viveros|10,90;Pedro|18,80;Viveros|19,20;Pedro|1,90;Kaio Jorge|8,50;Viveros|7,40;Neymar|0,00
