"time_id";"nome_time";"R1";"R2";"R3";"R4";"R5";"R6";"R7";"R8";"R9";"R10";"R11";"R12";"R13";"R14";"R15";"R16";"R17";"R18";"R19";"R20";"R21"
"50270999";"Suely68";"Erick|12.5";"Kaio Jorge|4.9";"Matheus Pereira|2.4";"Andreas Pereira|1.1";"Garro|1.1";"Carlos Vinícius|0.8";"Flaco López|5.6";"Lucho Acosta|3.5";"Andreas Pereira|9.3";"Yuri Alberto|1";"Renato Kayzer|1.5";"Flaco López|3.8";"Yuri Alberto|1";"Arthur Cabral|2.4";"Lucas Ronier|4.6";"Savarino|-0.2";"Kaio Jorge|9.7";"Pedro|20.4";"Bruno Henrique|7.2";"Viveros|19.2";"Pedro|1.9"
"302297";"Timão RIVA UFC";"Hulk|5.3";"Kaio Jorge|4.9";"Hulk|14.7";"Carlos Vinícius|0.2";"Carlos Vinícius|12.7";"Carlos Vinícius|0.8";"Rony|1";"Carlos Vinícius|9.7";"Neymar|7.8";"Carlos Vinícius|2.8";"Carlos Vinícius|-1.1";"Neymar|7.5";"Carlos Vinícius|1.4";"Pedro|11.8";"Neymar|10.5";"Neymar|3.9";"Kaio Jorge|9.7";"Viveros|10.9";"Pedro|18.8";"Neymar|22.8";"Breno Lopes|2.3"
"698601";"Tuliooo Futebol Clube.....";"Borré|2.4";"Andrés Gómez|13.1";"Hulk|14.7";"Kaio Jorge|1.4";"Carlos Vinícius|12.7";"Lucas Ronier|3.7";"Pedro|0";"Vitor Roque|3";"Kaio Jorge|8.8";"Carlos Vinícius|2.8";"Viveros|11.4";"Pedro|7.9";"Viveros|21.1";"Pedro|11.8";"Flaco López|4.4";"Neymar|3.9";"Pedro|2.1";"Pedro|20.4";"Pedro|18.8";"Gabriel|2";"Yuri Alberto|3.5"
"18600106";"Um time que não tem nome F.c.";"Borré|2.4";"Kaio Jorge|4.9";"Hulk|14.7";"Kaio Jorge|1.4";"Calleri|12.1";"Matheus Pereira|2.3";"Pedro|0";"Andrés Gómez|8.3";"Alex Telles|7.9";"Igor Formiga|5";"Vitinho|5.2";"Juninho Capixaba|0.1";"Rodrigo Castillo|8.1";"Viveros|1.6";"Andrés Gómez|2.9";"Neymar|3.9";"Andrés Gómez|2";"Ayrton Lucas|12.3";"Pedro|18.8";"Gabriel|2";"Samuel Lino|10.2"
"27705915";"Vicentis.Vangogh FC";"Borré|2.4";"Brenner|8.9";"Hulk|14.7";"Carlos Vinícius|0.2";"Calleri|12.1";"Lucas Ronier|3.7";"Pedro|0";"Andrés Gómez|8.3";"Arias|4.7";"Carlos Vinícius|2.8";"Viveros|11.4";"Christian|9.5";"Canobbio|10.4";"Danilo|5.3";"Flaco López|4.4";"Cuello|6";"Kaio Jorge|9.7";"Pedro|20.4";"Samuel Lino|11.6";"Viveros|19.2";"Hulk|3.2"
"29995515";"Vila Campestre 1987";"Reinaldo|0.8";"Reinaldo|2";"Reinaldo|-1";"Reinaldo|0";"Gustavo Henrique|3.6";"Gustavo Henrique|1.4";"Léo Pereira|3.6";"Canobbio|5.9";"Carlos Miguel|5.2";"Carlos Miguel|4.7";"Carlos Miguel|10.2";"Carlos Miguel|8.9";"Carlos Miguel|8.9";"Carlos Miguel|2.9";"Carlos Miguel|3.4";"Carlos Miguel|2.9";"Carlos Miguel|7.9";"Carlos Miguel|0";"Carlos Miguel|6";"Carlos Miguel|0.6";"Carlos Miguel|8.9"
"806949";"Vila Clara City R11";"Borré|2.4";"Kaio Jorge|4.9";"Hulk|14.7";"Carlos Vinícius|0.2";"Calleri|12.1";"Flaco López|12.7";"Willian José|5.2";"Andrés Gómez|8.3";"Neymar|7.8";"Carlos Vinícius|2.8";"Neymar|5.3";"Flaco López|3.8";"Flaco López|9.5";"Flaco López|7.8";"Reinaldo|6.9";"Canobbio|15.9";"Pedro|2.1";"Viveros|10.9";"Pedro|18.8";"Gabriel|2";"Pedro|1.9"
"1975";"Vipper Team";"Yuri Alberto|0.7";"Kaio Jorge|4.9";"Hulk|14.7";"Carlos Vinícius|0.2";"Carlos Vinícius|12.7";"Carlos Vinícius|0.8";"Pedro|0";"Andrés Gómez|8.3";"Kaio Jorge|8.8";"Pedro|9";"Viveros|11.4";"Pedro|7.9";"Viveros|21.1";"Viveros|1.6";"Alesson|3.5";"Flaco López|5.9";"Pedro|2.1";"Samuel Lino|26";"Pedro|18.8";"Viveros|19.2";"Pedro|1.9"
"44815245";"We have Mundial ";"Lautaro Díaz|5.8";"Kaio Jorge|4.9";"Luciano|3";"Carlos Vinícius|0.2";"Calleri|12.1";"Flaco López|12.7";"Arrascaeta|8";"Viveros|11";"Flaco López|3.5";"Pedro|9";"Pedro|20.6";"Pedro|7.9";"Viveros|21.1";"Pedro|11.8";"Neymar|10.5";"Lucho Acosta|5.5";"Artur|4.7";"Pedro|20.4";"Pedro|18.8";"Neymar|22.8";"Canobbio|4.9"
"2238";"Wife's Team";"Eduardo Sasha|3.9";"Vitor Roque|4.4";"Hulk|14.7";"Carlos Vinícius|0.2";"Luciano|9.8";"Lucas Ronier|3.7";"Pedro|0";"Renato Kayzer|2.1";"Kaio Jorge|8.8";"Pedro|9";"Mendoza|12";"Pedro|7.9";"Canobbio|10.4";"Pedro|11.8";"Flaco López|4.4";"Neymar|3.9";"Kaio Jorge|9.7";"Pedro|20.4";"Pedro|18.8";"Neymar|22.8";"Yuri Alberto|3.5"
"27264592";"zeca do gueto";"Renato Kayzer|10.4";"Kaio Jorge|4.9";"Hulk|14.7";"Borré|2.9";"Calleri|12.1";"Gabriel|9.4";"Pedro|0";"Pedro|6.1";"Neymar|7.8";"Carlos Vinícius|2.8";"Pedro|20.6";"Flaco López|3.8";"Canobbio|10.4";"Pedro|11.8";"Pedro|0.4";"Cuello|6";"Viveros|17.4";"Pedro|20.4";"Pedro|18.8";"Viveros|19.2";"Hulk|3.2"
"29279489";"ZekaLhp FC";"Borré|2.4";"Kaio Jorge|4.9";"Hulk|14.7";"Carlos Vinícius|0.2";"Calleri|12.1";"Flaco López|12.7";"Viveros|11.2";"Andrés Gómez|8.3";"Neymar|7.8";"Carlos Vinícius|2.8";"Arthur Cabral|11.7";"Flaco López|3.8";"Flaco López|9.5";"Viveros|1.6";"Neymar|10.5";"Neymar|3.9";"Carlos Vinícius|16.9";"Pedro|20.4";"Pedro|18.8";"Gabriel|2";"Pedro|1.9"
"2978538";"Ziquiriguidum FC";"Borré|2.4";"Kaio Jorge|4.9";"Hulk|14.7";"Lucas Ronier|11.4";"Luciano|9.8";"Flaco López|12.7";"Pedro|0";"Andrés Gómez|8.3";"Kaio Jorge|8.8";"Andrés Gómez|1.6";"Viveros|11.4";"Flaco López|3.8";"Viveros|21.1";"Viveros|1.6";"Flaco López|4.4";"Neymar|3.9";"Pedro|2.1";"Viveros|10.9";"Pedro|18.8";"Viveros|19.2";"Pedro|1.9"
